,TransactionID,TransactionDate,Amount,TransactionType,Location,Target_Label,HourofDay,DayofWeek,Is_Night_Transaction,Risk_Level,Flag_Suspicious,Location_Code
14321,14322,2024-01-08 15:46:35.533480,683.45,refund,Chicago,0,15,0,False,Low,0,CHI
14322,14323,2024-10-19 19:07:35.533487,1148.96,refund,New York,0,19,5,False,Low,0,NEW
14323,14324,2024-03-16 23:25:35.533493,4637.55,purchase,Houston,0,23,5,False,Low,1,HOU
14324,14325,2024-06-20 12:27:35.533499,4651.09,refund,Dallas,0,12,3,False,Critical,0,DAL
14325,14326,2024-04-07 12:39:35.533505,2284.34,refund,Phoenix,0,12,6,False,Medium,0,PHO
14326,14327,2024-03-03 21:00:35.533512,3650.13,purchase,San Jose,0,21,6,False,Medium,0,SAN
14327,14328,2024-05-17 03:22:35.533518,2475.36,refund,Houston,0,3,4,True,Medium,0,HOU
14328,14329,2023-11-18 22:33:35.533521,3137.04,refund,Los Angeles,0,22,5,False,Medium,0,LOS
14329,14330,2024-08-01 16:24:35.533524,4505.08,refund,Houston,0,16,3,False,Critical,1,HOU
14330,14331,2024-01-10 22:59:35.533527,2764.62,purchase,Houston,0,22,2,False,Medium,1,HOU
14331,14332,2024-05-09 01:51:35.533531,1389.42,refund,New York,0,1,3,True,Low,0,NEW
14332,14333,2024-04-04 16:13:35.533534,1301.21,refund,Chicago,0,16,3,False,Low,0,CHI
14333,14334,2023-12-05 15:18:35.533538,4696.87,purchase,San Antonio,0,15,1,False,Low,0,SAN
14334,14335,2024-03-07 18:41:35.533541,1437.0,refund,San Antonio,0,18,3,False,Low,0,SAN
14335,14336,2024-05-18 17:22:35.533544,1869.52,refund,Houston,0,17,5,False,Low,0,HOU
14336,14337,2024-02-29 16:08:35.533548,1761.01,purchase,Chicago,0,16,3,False,Low,0,CHI
14337,14338,2023-12-17 00:15:35.533551,1141.24,refund,New York,0,0,6,True,Low,0,NEW
14338,14339,2024-04-24 18:50:35.533555,575.44,refund,Los Angeles,0,18,2,False,Low,0,LOS
14339,14340,2024-05-10 15:25:35.533558,3339.62,purchase,Phoenix,0,15,4,False,Medium,0,PHO
14340,14341,2024-04-25 00:52:35.533572,3002.22,purchase,Houston,0,0,3,True,Medium,1,HOU
14341,14342,2023-12-29 22:20:35.533577,725.78,purchase,San Jose,0,22,4,False,Low,0,SAN
14342,14343,2024-07-25 02:09:35.533583,901.24,refund,Phoenix,0,2,3,True,Low,0,PHO
14343,14344,2024-03-21 15:11:35.533588,3615.58,purchase,Los Angeles,0,15,3,False,Medium,0,LOS
14344,14345,2024-10-14 05:13:35.533593,64.07,purchase,Chicago,0,5,0,True,Low,0,CHI
14345,14346,2024-07-31 18:59:35.533599,3136.85,refund,New York,0,18,2,False,Medium,1,NEW
14346,14347,2024-04-21 21:15:35.533604,2344.88,purchase,San Antonio,0,21,6,False,Medium,0,SAN
14347,14348,2023-11-14 16:46:35.533610,2294.47,purchase,San Diego,0,16,1,False,Medium,0,SAN
14348,14349,2024-04-09 14:17:35.533615,426.35,purchase,Los Angeles,0,14,1,False,Low,0,LOS
14349,14350,2023-12-29 09:22:35.533621,308.57,purchase,Chicago,0,9,4,False,Low,0,CHI
14350,14351,2023-11-05 05:28:35.533626,80.91,purchase,Chicago,0,5,6,True,Low,0,CHI
14351,14352,2024-01-17 14:14:35.533631,1228.15,purchase,Phoenix,0,14,2,False,Low,0,PHO
14352,14353,2023-12-17 12:02:35.533635,2036.6,purchase,New York,0,12,6,False,Medium,0,NEW
14353,14354,2024-05-27 03:57:35.533640,3641.16,refund,Dallas,0,3,0,True,Medium,0,DAL
14354,14355,2023-10-30 07:39:35.533645,1921.66,refund,San Diego,0,7,0,False,Low,0,SAN
14355,14356,2024-05-22 09:58:35.533650,2715.97,refund,Chicago,0,9,2,False,Medium,0,CHI
14356,14357,2024-02-05 08:30:35.533655,1116.43,purchase,Chicago,0,8,0,False,Low,0,CHI
14357,14358,2024-01-20 02:05:35.533659,2229.56,purchase,Los Angeles,0,2,5,True,Medium,0,LOS
14358,14359,2024-09-21 19:44:35.533664,2875.99,refund,Los Angeles,0,19,5,False,Medium,0,LOS
14359,14360,2024-08-24 20:14:35.533670,709.21,refund,San Antonio,0,20,5,False,Low,0,SAN
14360,14361,2024-04-07 19:33:35.533676,1627.42,purchase,Philadelphia,0,19,6,False,Low,0,PHI
14361,14362,2024-04-22 15:05:35.533681,3998.8,refund,Dallas,0,15,0,False,Medium,0,DAL
14362,14363,2024-05-15 17:15:35.533685,276.65,purchase,San Diego,0,17,2,False,Low,0,SAN
14363,14364,2024-02-17 14:07:35.533690,1865.8,refund,Chicago,0,14,5,False,Low,0,CHI
14364,14365,2023-11-05 01:47:35.533701,360.39,refund,Chicago,0,1,6,True,Low,0,CHI
14365,14366,2023-11-22 00:13:35.533707,641.43,purchase,Chicago,0,0,2,True,Low,0,CHI
14366,14367,2023-11-29 11:11:35.533713,1154.78,refund,Phoenix,0,11,2,False,Low,0,PHO
14367,14368,2024-02-13 09:20:35.533716,1694.51,purchase,San Diego,0,9,1,False,Low,0,SAN
14368,14369,2024-05-29 16:42:35.533720,1788.98,refund,Chicago,0,16,2,False,Low,0,CHI
14369,14370,2024-02-04 18:23:35.533723,2406.0,purchase,San Diego,0,18,6,False,Medium,0,SAN
14370,14371,2024-05-15 11:22:35.533727,2285.37,purchase,Houston,0,11,2,False,Medium,0,HOU
14371,14372,2024-02-14 13:08:35.533730,4718.83,purchase,Los Angeles,0,13,2,False,Low,0,LOS
14372,14373,2024-02-25 14:33:35.533734,2600.83,purchase,Los Angeles,0,14,6,False,Medium,0,LOS
14373,14374,2024-07-01 04:47:35.533737,254.93,refund,Dallas,0,4,0,True,Low,0,DAL
14374,14375,2024-05-22 03:45:35.533740,3384.04,purchase,Phoenix,0,3,2,True,Medium,0,PHO
14375,14376,2024-05-02 22:00:35.533744,95.06,purchase,New York,0,22,3,False,Low,0,NEW
14376,14377,2024-01-21 06:00:35.533747,382.69,purchase,Houston,0,6,6,False,Low,0,HOU
14377,14378,2024-08-25 16:00:35.533750,4106.65,refund,Dallas,0,16,6,False,Critical,0,DAL
14378,14379,2023-11-19 06:34:35.533754,3703.9,purchase,Houston,0,6,6,False,Medium,1,HOU
14379,14380,2024-09-10 21:10:35.533757,2262.59,refund,Dallas,0,21,1,False,Medium,0,DAL
14380,14381,2024-08-30 02:20:35.533760,2356.28,refund,Houston,0,2,4,True,Medium,0,HOU
14381,14382,2024-01-04 12:40:35.533764,3390.36,purchase,Los Angeles,0,12,3,False,Medium,0,LOS
14382,14383,2024-06-14 14:52:35.533767,3032.47,purchase,Houston,0,14,4,False,Medium,1,HOU
14383,14384,2023-12-08 12:29:35.533771,2615.14,purchase,New York,0,12,4,False,Medium,1,NEW
14384,14385,2024-04-06 03:17:35.533774,3338.04,purchase,New York,0,3,5,True,Medium,1,NEW
14385,14386,2024-08-31 19:05:35.533777,3485.76,purchase,Houston,0,19,5,False,Medium,1,HOU
14386,14387,2024-01-27 10:47:35.533781,1188.82,refund,Houston,0,10,5,False,Low,0,HOU
14387,14388,2024-01-12 07:26:35.533784,4587.19,purchase,Los Angeles,0,7,4,False,Low,0,LOS
14388,14389,2024-01-07 04:07:35.533787,2882.54,purchase,Houston,0,4,6,True,Medium,1,HOU
14389,14390,2024-04-15 17:03:35.533791,642.24,refund,Los Angeles,0,17,0,False,Low,0,LOS
14390,14391,2024-08-25 02:47:35.533794,2664.92,refund,San Diego,0,2,6,True,Medium,0,SAN
14391,14392,2024-06-02 20:50:35.533797,1130.96,purchase,Philadelphia,0,20,6,False,Low,0,PHI
14392,14393,2023-12-28 13:00:35.533801,778.21,refund,San Diego,0,13,3,False,Low,0,SAN
14393,14394,2024-10-05 21:31:35.533804,3971.19,refund,San Jose,0,21,5,False,Medium,0,SAN
14394,14395,2024-10-12 15:30:35.533807,152.46,refund,Phoenix,0,15,5,False,Low,0,PHO
14395,14396,2024-01-21 05:51:35.533811,4440.64,purchase,Chicago,0,5,6,True,Low,0,CHI
14396,14397,2024-07-06 21:40:35.533814,2523.73,purchase,Chicago,0,21,5,False,Medium,0,CHI
14397,14398,2024-06-09 21:23:35.533817,1970.3,refund,San Diego,0,21,6,False,Low,0,SAN
14398,14399,2024-07-16 15:15:35.533821,1758.19,refund,Chicago,0,15,1,False,Low,0,CHI
14399,14400,2024-03-18 03:20:35.533824,4635.72,refund,New York,0,3,0,True,Critical,1,NEW
14400,14401,2024-06-24 23:08:35.533827,2640.87,refund,Los Angeles,0,23,0,False,Medium,0,LOS
14401,14402,2024-02-22 11:14:35.533830,259.04,refund,Los Angeles,0,11,3,False,Low,0,LOS
14402,14403,2023-11-07 23:08:35.533834,3876.01,refund,San Jose,0,23,1,False,Medium,0,SAN
14403,14404,2024-07-26 00:48:35.533837,1280.3,refund,Chicago,0,0,4,True,Low,0,CHI
14404,14405,2024-08-08 22:27:35.533840,3386.95,purchase,Chicago,0,22,3,False,Medium,0,CHI
14405,14406,2024-02-26 17:50:35.533844,910.87,refund,San Antonio,0,17,0,False,Low,0,SAN
14406,14407,2024-07-12 03:28:35.533847,3135.87,refund,San Diego,0,3,4,True,Medium,0,SAN
14407,14408,2024-08-18 06:23:35.533850,1872.77,refund,Phoenix,0,6,6,False,Low,0,PHO
14408,14409,2024-07-10 15:51:35.533854,2440.73,purchase,Dallas,0,15,2,False,Medium,0,DAL
14409,14410,2024-02-20 17:11:35.533857,4475.88,purchase,San Antonio,0,17,1,False,Low,0,SAN
14410,14411,2024-05-11 18:09:35.533860,88.14,refund,Chicago,0,18,5,False,Low,0,CHI
14411,14412,2024-05-15 15:15:35.533863,4488.05,purchase,Houston,0,15,2,False,Low,1,HOU
14412,14413,2024-05-19 04:51:35.533867,1178.78,refund,Houston,0,4,6,True,Low,0,HOU
14413,14414,2024-05-29 10:14:35.533870,1432.29,purchase,New York,0,10,2,False,Low,0,NEW
14414,14415,2024-01-18 10:00:35.533873,3757.76,purchase,Dallas,0,10,3,False,Medium,0,DAL
14415,14416,2024-09-03 16:09:35.533877,777.92,refund,San Jose,0,16,1,False,Low,0,SAN
14416,14417,2024-08-27 06:46:35.533880,4148.07,refund,San Diego,0,6,1,False,Critical,0,SAN
14417,14418,2024-01-12 11:23:35.533883,3259.62,purchase,San Diego,0,11,4,False,Medium,0,SAN
14418,14419,2024-03-01 01:27:35.533887,2727.04,refund,Dallas,0,1,4,True,Medium,0,DAL
14419,14420,2024-02-11 12:21:35.533890,3524.1,refund,Philadelphia,0,12,6,False,Medium,0,PHI
14420,14421,2024-06-06 16:49:35.533894,2344.93,refund,Houston,0,16,3,False,Medium,0,HOU
14421,14422,2024-01-01 03:58:35.533897,815.15,purchase,Phoenix,0,3,0,True,Low,0,PHO
14422,14423,2024-03-19 07:08:35.533900,3597.25,purchase,Chicago,0,7,1,False,Medium,0,CHI
14423,14424,2023-10-27 06:17:35.533904,2883.75,refund,New York,0,6,4,False,Medium,1,NEW
14424,14425,2024-05-12 14:42:35.533907,1304.38,purchase,Phoenix,0,14,6,False,Low,0,PHO
14425,14426,2024-10-14 00:34:35.533911,136.14,refund,Chicago,0,0,0,True,Low,0,CHI
14426,14427,2024-05-20 02:52:35.533916,1824.55,purchase,Los Angeles,0,2,0,True,Low,0,LOS
14427,14428,2024-09-27 08:38:35.533922,3636.8,purchase,Dallas,0,8,4,False,Medium,0,DAL
14428,14429,2024-07-06 01:04:35.533927,3631.02,refund,Chicago,0,1,5,True,Medium,0,CHI
14429,14430,2024-04-28 01:58:35.533933,4508.83,refund,New York,0,1,6,True,Critical,1,NEW
14430,14431,2024-04-05 16:08:35.533939,2325.52,purchase,Philadelphia,0,16,4,False,Medium,0,PHI
14431,14432,2023-12-13 22:54:35.533945,685.77,refund,Los Angeles,0,22,2,False,Low,0,LOS
14432,14433,2024-03-29 06:06:35.533951,4305.14,refund,San Diego,0,6,4,False,Critical,0,SAN
14433,14434,2023-12-03 07:39:35.533956,1799.31,refund,Los Angeles,0,7,6,False,Low,0,LOS
14434,14435,2023-11-22 04:48:35.533960,1569.67,refund,Houston,0,4,2,True,Low,0,HOU
14435,14436,2024-09-23 02:07:35.533964,1411.97,purchase,Phoenix,0,2,0,True,Low,0,PHO
14436,14437,2024-03-11 16:37:35.533967,3124.52,purchase,Houston,0,16,0,False,Medium,1,HOU
14437,14438,2024-07-19 23:03:35.533970,4403.76,refund,Philadelphia,0,23,4,False,Critical,0,PHI
14438,14439,2024-08-25 00:01:35.533974,2437.22,refund,Philadelphia,0,0,6,True,Medium,0,PHI
14439,14440,2024-07-22 08:52:35.533977,911.5,purchase,New York,0,8,0,False,Low,0,NEW
14440,14441,2023-11-11 18:12:35.533980,2600.38,purchase,Dallas,0,18,5,False,Medium,0,DAL
14441,14442,2024-04-28 09:16:35.533983,726.16,purchase,Houston,0,9,6,False,Low,0,HOU
14442,14443,2023-10-28 06:14:35.533987,4490.47,purchase,Los Angeles,0,6,5,False,Low,0,LOS
14443,14444,2024-02-21 10:47:35.533990,452.87,purchase,Philadelphia,0,10,2,False,Low,0,PHI
14444,14445,2024-02-28 09:35:35.533994,65.71,refund,San Diego,0,9,2,False,Low,0,SAN
14445,14446,2024-08-03 19:07:35.533997,1927.4,purchase,Philadelphia,0,19,5,False,Low,0,PHI
14446,14447,2024-05-18 22:49:35.534000,4018.99,purchase,Dallas,0,22,5,False,Low,0,DAL
14447,14448,2024-01-25 06:28:35.534003,1866.35,refund,Houston,0,6,3,False,Low,0,HOU
14448,14449,2023-11-22 21:20:35.534007,2110.3,purchase,Philadelphia,0,21,2,False,Medium,0,PHI
14449,14450,2024-03-27 13:25:35.534014,3737.69,purchase,San Diego,0,13,2,False,Medium,0,SAN
14450,14451,2024-05-05 12:22:35.534017,186.62,purchase,Chicago,0,12,6,False,Low,0,CHI
14451,14452,2024-09-28 04:29:35.534021,2006.85,refund,San Jose,0,4,5,True,Medium,0,SAN
14452,14453,2024-01-28 14:07:35.534024,4636.87,purchase,Los Angeles,1,14,6,False,Low,0,LOS
14453,14454,2024-06-29 05:18:35.534028,1497.19,purchase,Houston,0,5,5,True,Low,0,HOU
14454,14455,2024-06-18 16:52:35.534031,3366.03,refund,San Antonio,0,16,1,False,Medium,0,SAN
14455,14456,2024-08-26 19:49:35.534034,4563.6,purchase,Los Angeles,0,19,0,False,Low,0,LOS
14456,14457,2024-04-23 10:46:35.534038,1385.89,purchase,New York,0,10,1,False,Low,0,NEW
14457,14458,2024-07-16 23:59:35.534041,2729.79,purchase,Dallas,0,23,1,False,Medium,0,DAL
14458,14459,2024-05-31 04:33:35.534044,1627.4,refund,San Jose,0,4,4,True,Low,0,SAN
14459,14460,2024-04-19 01:13:35.534048,2980.29,purchase,New York,0,1,4,True,Medium,1,NEW
14460,14461,2024-01-21 10:58:35.534051,4887.14,refund,Philadelphia,0,10,6,False,Critical,0,PHI
14461,14462,2024-05-06 23:06:35.534054,1420.34,refund,Philadelphia,0,23,0,False,Low,0,PHI
14462,14463,2023-11-06 07:31:35.534061,767.19,refund,Los Angeles,0,7,0,False,Low,0,LOS
14463,14464,2024-07-16 02:37:35.534067,3658.94,refund,Houston,0,2,1,True,Medium,1,HOU
14464,14465,2024-01-17 07:50:35.534073,3089.36,refund,Philadelphia,0,7,2,False,Medium,0,PHI
14465,14466,2024-05-22 05:36:35.534079,4900.09,refund,Houston,0,5,2,True,Critical,1,HOU
14466,14467,2024-07-27 16:40:35.534085,2479.45,purchase,Houston,0,16,5,False,Medium,0,HOU
14467,14468,2024-07-14 22:28:35.534091,4750.26,refund,Phoenix,0,22,6,False,Critical,0,PHO
14468,14469,2024-04-29 00:37:35.534096,1313.95,purchase,Phoenix,0,0,0,True,Low,0,PHO
14469,14470,2024-07-23 21:59:35.534099,2430.44,refund,Los Angeles,0,21,1,False,Medium,0,LOS
14470,14471,2024-07-26 14:42:35.534102,109.97,refund,San Diego,0,14,4,False,Low,0,SAN
14471,14472,2024-09-28 15:52:35.534106,4044.62,purchase,San Jose,0,15,5,False,Low,0,SAN
14472,14473,2024-07-05 05:25:35.534109,4852.08,purchase,Philadelphia,0,5,4,True,Low,0,PHI
14473,14474,2024-07-11 11:18:35.534112,158.36,refund,Phoenix,0,11,3,False,Low,0,PHO
14474,14475,2024-09-09 04:08:35.534116,2746.24,purchase,San Jose,0,4,0,True,Medium,0,SAN
14475,14476,2023-12-20 19:08:35.534122,4943.77,purchase,Dallas,0,19,2,False,Low,0,DAL
14476,14477,2024-05-27 04:14:35.534128,1083.55,purchase,New York,0,4,0,True,Low,0,NEW
14477,14478,2023-12-09 07:10:35.534133,3163.39,refund,San Jose,0,7,5,False,Medium,0,SAN
14478,14479,2023-11-01 17:01:35.534139,1428.2,refund,San Diego,0,17,2,False,Low,0,SAN
14479,14480,2024-01-17 10:34:35.534145,2961.53,purchase,San Antonio,0,10,2,False,Medium,0,SAN
14480,14481,2024-04-05 20:22:35.534151,2214.32,purchase,New York,0,20,4,False,Medium,0,NEW
14481,14482,2024-05-02 07:12:35.534154,3018.1,refund,San Antonio,0,7,3,False,Medium,0,SAN
14482,14483,2024-09-09 12:11:35.534157,3424.77,purchase,Chicago,0,12,0,False,Medium,0,CHI
14483,14484,2024-09-19 15:12:35.534161,1399.44,refund,San Jose,0,15,3,False,Low,0,SAN
14484,14485,2024-02-07 03:24:35.534164,3552.29,refund,Phoenix,0,3,2,True,Medium,0,PHO
14485,14486,2023-11-16 04:02:35.534167,2398.37,purchase,Chicago,0,4,3,True,Medium,0,CHI
14486,14487,2023-12-12 20:06:35.534171,2762.21,purchase,Houston,0,20,1,False,Medium,1,HOU
14487,14488,2024-08-27 10:01:35.534174,1150.29,refund,Phoenix,0,10,1,False,Low,0,PHO
14488,14489,2024-01-31 18:01:35.534177,153.02,refund,New York,0,18,2,False,Low,0,NEW
14489,14490,2024-02-26 15:19:35.534181,2211.47,refund,Los Angeles,0,15,0,False,Medium,0,LOS
14490,14491,2023-11-12 06:49:35.534184,2683.0,purchase,Philadelphia,0,6,6,False,Medium,0,PHI
14491,14492,2023-11-26 14:11:35.534187,16.56,refund,Phoenix,0,14,6,False,Low,0,PHO
14492,14493,2024-01-06 12:17:35.534191,3135.56,purchase,San Antonio,0,12,5,False,Medium,0,SAN
14493,14494,2024-05-09 09:08:35.534194,4830.72,purchase,New York,0,9,3,False,Low,1,NEW
14494,14495,2024-01-26 06:19:35.534197,742.27,refund,San Diego,0,6,4,False,Low,0,SAN
14495,14496,2024-07-05 03:46:35.534201,2956.99,purchase,Los Angeles,0,3,4,True,Medium,0,LOS
14496,14497,2024-04-07 00:42:35.534204,871.45,refund,Phoenix,0,0,6,True,Low,0,PHO
14497,14498,2024-06-13 18:00:35.534208,3111.78,purchase,Dallas,0,18,3,False,Medium,0,DAL
14498,14499,2024-06-14 01:39:35.534211,2244.75,refund,San Jose,0,1,4,True,Medium,0,SAN
14499,14500,2023-12-06 06:39:35.534214,4910.39,refund,Dallas,0,6,2,False,Critical,0,DAL
14500,14501,2024-09-07 04:33:35.534217,3922.93,purchase,New York,0,4,5,True,Medium,1,NEW
14501,14502,2024-01-15 06:16:35.534221,2385.72,purchase,New York,0,6,0,False,Medium,0,NEW
14502,14503,2024-08-11 17:25:35.534224,1579.39,purchase,Dallas,0,17,6,False,Low,0,DAL
14503,14504,2023-10-27 19:50:35.534227,2266.36,refund,Philadelphia,0,19,4,False,Medium,0,PHI
14504,14505,2024-04-15 02:41:35.534231,1443.72,purchase,Phoenix,0,2,0,True,Low,0,PHO
14505,14506,2024-06-22 04:29:35.534234,2712.83,refund,San Jose,0,4,5,True,Medium,0,SAN
14506,14507,2024-09-30 22:29:35.534240,4082.01,refund,San Diego,0,22,0,False,Critical,0,SAN
14507,14508,2023-12-11 18:13:35.534245,4680.67,refund,Houston,0,18,0,False,Critical,1,HOU
14508,14509,2024-05-20 07:45:35.534251,4717.18,purchase,San Diego,0,7,0,False,Low,0,SAN
14509,14510,2024-03-25 14:59:35.534257,3954.35,refund,Philadelphia,0,14,0,False,Medium,0,PHI
14510,14511,2024-07-15 05:08:35.534262,2415.99,refund,Philadelphia,0,5,0,True,Medium,0,PHI
14511,14512,2024-09-02 18:55:35.534268,1630.23,purchase,Houston,0,18,0,False,Low,0,HOU
14512,14513,2024-09-26 07:36:35.534275,2232.12,refund,Dallas,0,7,3,False,Medium,0,DAL
14513,14514,2024-03-31 22:17:35.534280,1325.71,refund,San Diego,0,22,6,False,Low,0,SAN
14514,14515,2024-05-16 17:56:35.534283,2059.62,purchase,San Jose,0,17,3,False,Medium,0,SAN
14515,14516,2024-02-23 23:13:35.534286,1655.73,purchase,San Antonio,0,23,4,False,Low,0,SAN
14516,14517,2024-06-25 22:48:35.534290,3662.85,refund,Phoenix,0,22,1,False,Medium,0,PHO
14517,14518,2024-10-05 01:41:35.534293,121.07,refund,Philadelphia,0,1,5,True,Low,0,PHI
14518,14519,2024-08-19 19:55:35.534296,2156.6,refund,Houston,0,19,0,False,Medium,0,HOU
14519,14520,2024-03-16 06:17:35.534300,623.17,purchase,Dallas,0,6,5,False,Low,0,DAL
14520,14521,2024-03-12 03:53:35.534303,913.82,refund,Philadelphia,0,3,1,True,Low,0,PHI
14521,14522,2024-01-27 04:21:35.534306,327.79,refund,Los Angeles,0,4,5,True,Low,0,LOS
14522,14523,2024-09-27 19:08:35.534310,2746.45,refund,Los Angeles,0,19,4,False,Medium,0,LOS
14523,14524,2024-01-13 01:33:35.534313,1430.27,refund,Dallas,0,1,5,True,Low,0,DAL
14524,14525,2024-04-16 03:44:35.534316,962.79,purchase,New York,1,3,1,True,Low,0,NEW
14525,14526,2024-09-17 16:06:35.534319,4618.98,purchase,Philadelphia,0,16,1,False,Low,0,PHI
14526,14527,2024-07-22 14:43:35.534323,1194.79,purchase,Chicago,0,14,0,False,Low,0,CHI
14527,14528,2023-11-13 16:41:35.534326,4723.4,purchase,San Diego,0,16,0,False,Low,0,SAN
14528,14529,2024-04-06 05:38:35.534329,4858.18,purchase,San Antonio,0,5,5,True,Low,0,SAN
14529,14530,2024-06-16 06:45:35.534333,1480.6,refund,San Antonio,0,6,6,False,Low,0,SAN
14530,14531,2024-04-09 12:29:35.534336,1342.19,purchase,San Jose,0,12,1,False,Low,0,SAN
14531,14532,2024-02-29 15:14:35.534339,1786.66,purchase,Chicago,0,15,3,False,Low,0,CHI
14532,14533,2024-05-02 23:54:35.534343,2294.82,purchase,New York,0,23,3,False,Medium,0,NEW
14533,14534,2024-07-23 21:27:35.534346,1364.75,purchase,Phoenix,0,21,1,False,Low,0,PHO
14534,14535,2024-01-07 14:36:35.534350,4886.16,purchase,San Diego,0,14,6,False,Low,0,SAN
14535,14536,2023-11-23 17:30:35.534360,386.71,purchase,Philadelphia,0,17,3,False,Low,0,PHI
14536,14537,2024-08-12 13:51:35.534365,176.14,refund,San Diego,0,13,0,False,Low,0,SAN
14537,14538,2024-03-30 02:58:35.534371,3430.91,purchase,Chicago,0,2,5,True,Medium,0,CHI
14538,14539,2024-02-05 05:53:35.534377,2865.31,purchase,New York,0,5,0,True,Medium,1,NEW
14539,14540,2023-11-26 16:54:35.534383,2136.09,refund,San Jose,0,16,6,False,Medium,0,SAN
14540,14541,2024-09-13 19:43:35.534388,1421.12,purchase,San Antonio,0,19,4,False,Low,0,SAN
14541,14542,2024-09-13 13:16:35.534395,4922.81,refund,San Antonio,0,13,4,False,Critical,0,SAN
14542,14543,2023-12-25 09:54:35.534400,1159.76,refund,Los Angeles,0,9,0,False,Low,0,LOS
14543,14544,2023-10-29 19:10:35.534405,4487.19,purchase,San Jose,0,19,6,False,Low,0,SAN
14544,14545,2023-12-24 04:10:35.534411,3064.44,refund,Los Angeles,0,4,6,True,Medium,0,LOS
14545,14546,2024-09-12 16:19:35.534416,1404.34,refund,Dallas,0,16,3,False,Low,0,DAL
14546,14547,2023-11-30 13:30:35.534422,3149.03,purchase,Chicago,0,13,3,False,Medium,0,CHI
14547,14548,2023-11-06 06:05:35.534427,2612.24,refund,Phoenix,0,6,0,False,Medium,0,PHO
14548,14549,2024-10-17 22:55:35.534430,2105.37,purchase,San Jose,0,22,3,False,Medium,0,SAN
14549,14550,2024-03-26 03:05:35.534434,3381.27,refund,San Jose,0,3,1,True,Medium,0,SAN
14550,14551,2024-08-17 04:48:35.534437,890.62,refund,Dallas,0,4,5,True,Low,0,DAL
14551,14552,2024-04-21 08:00:35.534440,3819.03,purchase,San Diego,0,8,6,False,Medium,0,SAN
14552,14553,2024-04-05 18:03:35.534444,1885.7,purchase,San Diego,0,18,4,False,Low,0,SAN
14553,14554,2024-07-25 04:45:35.534447,2247.71,purchase,San Jose,0,4,3,True,Medium,0,SAN
14554,14555,2024-02-26 02:58:35.534450,2131.4,purchase,Houston,0,2,0,True,Medium,0,HOU
14555,14556,2024-04-16 14:26:35.534454,904.57,purchase,Phoenix,0,14,1,False,Low,0,PHO
14556,14557,2023-11-08 09:44:35.534457,1171.13,purchase,Los Angeles,0,9,2,False,Low,0,LOS
14557,14558,2024-08-16 04:43:35.534460,3246.28,purchase,San Jose,1,4,4,True,Medium,0,SAN
14558,14559,2024-08-15 02:29:35.534463,1883.68,refund,Philadelphia,0,2,3,True,Low,0,PHI
14559,14560,2024-01-25 14:16:35.534467,3060.17,refund,Dallas,0,14,3,False,Medium,0,DAL
14560,14561,2024-06-17 18:12:35.534470,4212.53,refund,New York,0,18,0,False,Critical,1,NEW
14561,14562,2024-02-12 01:08:35.534473,4057.86,refund,Dallas,1,1,0,True,Critical,0,DAL
14562,14563,2024-04-14 06:47:35.534477,1143.03,purchase,Phoenix,0,6,6,False,Low,0,PHO
14563,14564,2024-07-24 07:17:35.534480,2901.7,refund,San Antonio,0,7,2,False,Medium,0,SAN
14564,14565,2024-07-04 03:55:35.534484,2313.66,purchase,Philadelphia,0,3,3,True,Medium,0,PHI
14565,14566,2024-05-12 17:53:35.534487,4947.24,purchase,San Jose,0,17,6,False,Low,0,SAN
14566,14567,2024-09-19 22:29:35.534490,4911.38,purchase,Chicago,0,22,3,False,Low,0,CHI
14567,14568,2024-04-16 13:00:35.534493,1807.35,purchase,Phoenix,0,13,1,False,Low,0,PHO
14568,14569,2024-08-27 11:27:35.534497,3345.34,refund,Phoenix,0,11,1,False,Medium,0,PHO
14569,14570,2024-07-06 19:13:35.534500,1441.37,purchase,San Antonio,0,19,5,False,Low,0,SAN
14570,14571,2024-08-07 10:03:35.534504,2656.44,purchase,Chicago,0,10,2,False,Medium,0,CHI
14571,14572,2024-08-25 22:41:35.534507,1455.32,purchase,Dallas,0,22,6,False,Low,0,DAL
14572,14573,2024-07-16 13:53:35.534510,4094.86,purchase,Phoenix,0,13,1,False,Low,0,PHO
14573,14574,2024-05-15 09:02:35.534515,4426.13,purchase,Phoenix,0,9,2,False,Low,0,PHO
14574,14575,2024-07-14 04:54:35.534521,3659.68,purchase,Phoenix,0,4,6,True,Medium,0,PHO
14575,14576,2024-02-02 01:44:35.534527,3657.24,purchase,San Antonio,0,1,4,True,Medium,0,SAN
14576,14577,2024-09-11 05:54:35.534532,1514.66,purchase,Houston,0,5,2,True,Low,0,HOU
14577,14578,2023-11-09 15:02:35.534539,4262.12,refund,San Jose,0,15,3,False,Critical,0,SAN
14578,14579,2024-07-18 23:19:35.534545,4350.95,refund,Los Angeles,0,23,3,False,Critical,0,LOS
14579,14580,2024-02-08 12:43:35.534551,2991.46,purchase,Houston,0,12,3,False,Medium,1,HOU
14580,14581,2024-03-19 06:54:35.534556,2842.11,refund,San Jose,0,6,1,False,Medium,0,SAN
14581,14582,2024-03-02 03:53:35.534563,935.13,refund,San Antonio,0,3,5,True,Low,0,SAN
14582,14583,2024-01-23 22:20:35.534567,205.09,refund,Houston,0,22,1,False,Low,0,HOU
